id,created_at,text
1247286711803052039,2020-04-06 22:15:00,"I’m hosting a telephone town hall on Thursday with Dr. Miksanek from SIH Herrin Hospital to discuss COVID-19 health implications &amp; response &amp; relief efforts in Congress.

📞 Thursday at 12:30PM
❓ What questions do you have?
📋 Sign up to participate at https://t.co/FDJJB0k8zI https://t.co/5wfD6OX5wa"
1247253856989450241,2020-04-06 20:04:27,Southern Illinois small business owners: @SBAgov has a website to help you find eligible local lenders to issue loans for the Paycheck Protection Program ↓ https://t.co/4nMxPOeQq2
1246152267952082944,2020-04-03 19:07:07,"RT @WaysandMeansGOP: We are #InItTogether. Thanks to the CARES Act, small businesses can use the #PaycheckProtectionProgram to keep paying…"
1246108951801987072,2020-04-03 16:15:00,"Have questions about the different coronavirus relief options available to you and your small business? @HSBCgop has a guide to help you determine which program is best for you. 

https://t.co/wgQQdlXKVZ"
1246083951514587137,2020-04-03 14:35:39,"SOUTHERN ILLINOIS SMALL BUSINESS OWNERS: Applications for the Paycheck Protection Program are NOW OPEN
 
These 100% federally guaranteed loans can be forgiven if they are used for payroll, mortgage, rent, and utilities.

https://t.co/SqvRwRtScP"
1245776218588356611,2020-04-02 18:12:50,"I hosted a telephone town hall this morning with over 260 Southern Illinois small businesses to discuss the #CARESAct &amp; coronavirus economic relief. Thank you to all who joined us &amp; our expert guests from the @ILChamber, the Illinois Small Business Development Center &amp; @HSBCgop. https://t.co/fEazINqoRa"
1245411333920653317,2020-04-01 18:02:55,"The Census is an important way to ensure that Southern Illinois gets our fair share of federal resources for the next 10 years &amp; it only takes 5 minutes to respond.

You can respond to the #2020Census 
💻Online
📞By phone
📨Or by mail

Visit https://t.co/e0TueOdTSO for more info. https://t.co/Rp2tNyB6yC"
1245362919136808960,2020-04-01 14:50:32,"Wanted to give you a quick update on coronavirus in our district, including some positive news about grants our two hardest hit counties, St. Clair and Madison, have received from the #CARESAct to help fight this illness. 

More info on the grants: https://t.co/y2uYDWkIpM https://t.co/zWu3pUbJUX"
1245003246768357378,2020-03-31 15:01:19,"RT @SBAgov: 🚨SCAM ALERT!🚨 

There have been reports of scams about #COVID19 Economic Injury Disaster Loans. Reminder:
📅There's no immediate…"
1244725768791494665,2020-03-30 20:38:43,"With so much uncertainty and concern surrounding COVID-19, it seems like good news has become harder to find. Well, actor @johnkrasinski has started the @somegoodnews broadcast from his home to remind us of many of the silver linings in the world today. https://t.co/0OHfuljPDI"
1244654689116917760,2020-03-30 15:56:17,"To the Southern Illinois doctors on the front lines fighting against coronavirus – thank you.

We are grateful for all you do to keep your patients and our communities safe and healthy. #NationalDoctorsDay https://t.co/96SuK9EvGO"
1244355594544451585,2020-03-29 20:07:47,I’m sad to share that St. Clair County is reporting a second COVID-19 related death. The patient was in her 30s – a reminder that no one is immune to this devastating illness. Please join Tracy and me in keeping her family in your prayers. https://t.co/hiNfhGT6aw
1244279916725764099,2020-03-29 15:07:04,This Carterville Good Samaritan exemplifies the giving spirit of Southern Illinoisans. #InItTogether https://t.co/7XdFBrJZF4
1243617329151463431,2020-03-27 19:14:11,"Sad news from St Clair Co, as IL-12 has its 1st reported COVID-19 death. This tragic loss confirms why it was critical Congress acted swiftly on the #CARESAct. Lives are being lost &amp; we had an obligation to act. Tracy &amp; I send our prayers to the family during this difficult time. https://t.co/ZPuoQUeeMZ"
1243597184475508737,2020-03-27 17:54:08,"Families are scared; small businesses are struggling; hospitals are fighting an uphill battle. While the bill wasn’t perfect, the consequences of inaction were too high not to support it. We have a long way to go but the more certainty we can restore, the quicker we’ll get there. https://t.co/PooBGUiFkh"
1243549848755986433,2020-03-27 14:46:02,I’m here in Washington preparing for a vote on the coronavirus relief bill. Let’s get it done. https://t.co/iI3WyGvz1I
1243530760906137600,2020-03-27 13:30:11,Took a 6am flight back to DC this morning with @RodneyDavis to help pass the coronavirus relief bill. https://t.co/HsWV1Ny1y5
1243350730167193600,2020-03-27 01:34:49,"Earlier today, I joined my Illinois House colleagues in supporting Illinois’ request for a major disaster declaration. Thank you @POTUS for quickly approving the request. This will allow Illinois to apply for individual &amp; public assistance through @FEMA as we fight COVID-19. https://t.co/fp86pkxgyG"
1243165034672525313,2020-03-26 13:16:55,"In times of crisis, So. Illinoisans are there w/a helping hand for friends, neighbors &amp; strangers. AltonWorks is working w/farmers, chefs &amp; volunteers to get food &amp; supplies to folks in need. They’ve distributed 60,000 lbs of food &amp; supplies. #InItTogether https://t.co/lAFETRUz1I"
1242975359601192963,2020-03-26 00:43:13,"Today, Governor Pritzker announced that Illinois will be delaying the state tax filing deadline until July 15th so that it is the same as the postponed federal Tax Day.
https://t.co/e6ejrrmian"
1242924338950615040,2020-03-25 21:20:29,"Since our Congressional Art Competition awards reception was canceled because of COVID-19 concerns, I wanted to share the winning submission from @BEaLancer201's Thomas Jackson with you. His artwork shows how Southern Illinois is truly “More Than Just Corn.” Congrats Thomas! https://t.co/3ccCS1QdZx"
1242906583073468418,2020-03-25 20:09:56,"Unfortunately due to COVID-19, we had to cancel this year's Congressional Art Competition awards reception. However, I wanted to announce this year's winner – make sure you watch until the end! Thanks to our judges, the folks at @SWICedu &amp; the students who participated this year! https://t.co/oxGcWg1rju"
1242874563198926848,2020-03-25 18:02:42,"Across the US, folks are stepping up to help in the fight against COVID-19. In Southern IL, @biofuelresearch &amp; Stumpy's Spirits Distillery are producing hand sanitizer. Southern Illinoisans know that we are stronger when we work together. #InItTogether ⬇️
https://t.co/iVQriaqnu5 https://t.co/kZkBRWDnch"
